"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
45;"Doutorado";16;"Casado";"Branco";"Masculino";15028;"Funcionário Setor Privado";0;"RN";"Nordeste"
44;"Mestrado";14;"Casado";"Branco";"Masculino";7622;"Funcionário Setor Privado";3;"PB";"Nordeste"
23;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";3032;"Funcionário Setor Privado";0;"PE";"Nordeste"
34;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
23;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";5229;"MEI";4;"SE";"Nordeste"
39;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5300;"Servidor Público";1;"BA";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3033;"Funcionário Setor Privado";2;"MG";"Sudeste"
54;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3583;"Funcionário Setor Privado";4;"ES";"Sudeste"
40;"Mestrado";14;"Divorciado";"Branco";"Masculino";8051;"Funcionário Setor Privado";5;"RJ";"Sudeste"
44;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3319;"Funcionário Setor Privado";2;"SP";"Sudeste"
31;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";2526;"MEI";1;"PR";"Sul"
25;"Ensino Fundamental Completo";5;"Separado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";2351;"Funcionário Setor Privado";1;"RS";"Sul"
32;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MS";"Centro-Oeste"
36;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
47;"Ensino Médio Completo";10;"Casado";"Amarelo";"Masculino";2186;"Autônomo";5;"GO";"Centro-Oeste"
80;"Mestrado";14;"Viúvo";"Branco";"Feminino";3874;"Aposentado";4;"DF";"Centro-Oeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2484;"Funcionário Setor Privado";0;"RO";"Norte"
35;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3968;"Autônomo";2;"AC";"Norte"
77;"Mestrado";14;"Divorciado";"Branco";"Masculino";4762;"Aposentado";0;"AM";"Norte"
30;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RR";"Norte"
35;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Não Informado";5;"PA";"Norte"
49;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AP";"Norte"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"TO";"Norte"
53;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3092;"Autônomo";5;"MA";"Nordeste"
41;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PI";"Nordeste"
57;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3093;"Funcionário Setor Privado";5;"CE";"Nordeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2458;"Não Informado";0;"RN";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3890;"Funcionário Setor Privado";0;"PB";"Nordeste"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2658;"Funcionário Setor Privado";3;"PE";"Nordeste"
42;"Mestrado";14;"Divorciado";"Branco";"Masculino";9266;"Funcionário Público";2;"AL";"Nordeste"
29;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2273;"Autônomo";0;"SE";"Nordeste"
38;"Ensino Médio Completo";11;"Separado";"Branco";"Feminino";3823;"Não Informado";5;"BA";"Nordeste"
26;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3217;"Funcionário Setor Privado";1;"MG";"Sudeste"
41;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2135;"Funcionário Setor Privado";0;"ES";"Sudeste"
40;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3750;"Funcionário Setor Privado";2;"RJ";"Sudeste"
36;"Doutorado";16;"Solteiro";"Branco";"Masculino";9658;"Autônomo";5;"SP";"Sudeste"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PR";"Sul"
25;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";3188;"Autônomo";4;"SC";"Sul"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";4;"RS";"Sul"
32;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MS";"Centro-Oeste"
32;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";2900;"Funcionário Setor Privado";0;"MT";"Centro-Oeste"
37;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"GO";"Centro-Oeste"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";13912;"Empresário";1;"DF";"Centro-Oeste"
49;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3869;"Funcionário Setor Privado";0;"RO";"Norte"
28;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Não Informado";5;"AC";"Norte"
24;"Ensino Fundamental Completo";5;"Solteiro";"Branco";"Feminino";1100;"Não Informado";2;"AM";"Norte"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"RR";"Norte"
31;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PA";"Norte"
40;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"AP";"Norte"
29;"Ensino Fundamental Incompleto";4;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"TO";"Norte"
59;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"MA";"Nordeste"
52;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3143;"Funcionário Setor Privado";4;"PI";"Nordeste"
27;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3540;"Funcionário Setor Privado";3;"CE";"Nordeste"
45;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2596;"Empresário";2;"RN";"Nordeste"
58;"Ensino Médio Completo";13;"Casado";"Pardo";"Masculino";3570;"Funcionário Setor Privado";3;"PB";"Nordeste"
53;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3210;"Funcionário Setor Privado";2;"PE";"Nordeste"
23;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
35;"Ensino Médio Incompleto";7;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SE";"Nordeste"
49;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"BA";"Nordeste"
49;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";2285;"Funcionário Setor Privado";3;"MG";"Sudeste"
25;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
47;"Mestrado";14;"Divorciado";"Branco";"Feminino";8945;"Funcionário Setor Privado";0;"RJ";"Sudeste"
28;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";3052;"Funcionário Setor Privado";5;"SP";"Sudeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3344;"Funcionário Setor Privado";0;"PR";"Sul"
74;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Masculino";5112;"Aposentado";0;"SC";"Sul"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RS";"Sul"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
31;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";3296;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
61;"Ensino Médio Completo";10;"União Estável";"Branco";"Masculino";3656;"Não Informado";1;"GO";"Centro-Oeste"
30;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3115;"Funcionário Setor Privado";2;"DF";"Centro-Oeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3641;"Não Informado";1;"RO";"Norte"
35;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AC";"Norte"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2814;"Funcionário Setor Privado";4;"AM";"Norte"
25;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";3666;"Funcionário Setor Privado";2;"RR";"Norte"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"PA";"Norte"
30;"Mestrado";14;"Solteiro";"Branco";"Masculino";9289;"Funcionário Setor Privado";5;"AP";"Norte"
26;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"TO";"Norte"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";8394;"Empresário";4;"MA";"Nordeste"
49;"Ensino Médio Completo";13;"Divorciado";"Negro";"Feminino";2249;"Funcionário Setor Privado";1;"PI";"Nordeste"
35;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3063;"Funcionário Setor Privado";4;"CE";"Nordeste"
38;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"RN";"Nordeste"
36;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";5;"PB";"Nordeste"
33;"Ensino Médio Incompleto";9;"Casado";"Indígena";"Masculino";1100;"Funcionário Setor Privado";1;"PE";"Nordeste"
54;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2561;"Funcionário Setor Privado";0;"AL";"Nordeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1919;"Empresário";2;"SE";"Nordeste"
18;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";0;"Desempregado";2;"BA";"Nordeste"
60;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MG";"Sudeste"
28;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";0;"ES";"Sudeste"
43;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"RJ";"Sudeste"
49;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Masculino";8133;"Empresário";2;"SP";"Sudeste"
25;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3519;"Funcionário Setor Privado";5;"PR";"Sul"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";1;"SC";"Sul"
41;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4921;"MEI";4;"RS";"Sul"
30;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3680;"Funcionário Setor Privado";0;"MS";"Centro-Oeste"
90;"Mestrado";14;"Casado";"Branco";"Masculino";3217;"Aposentado";1;"MT";"Centro-Oeste"
25;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
27;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2070;"Funcionário Setor Privado";4;"DF";"Centro-Oeste"
29;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RO";"Norte"
55;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3500;"Funcionário Setor Privado";0;"AC";"Norte"
31;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";4860;"Funcionário Público";5;"AM";"Norte"
43;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3981;"Funcionário Setor Privado";4;"RR";"Norte"
63;"Mestrado";14;"Separado";"Branco";"Feminino";6376;"Funcionário Setor Privado";0;"PA";"Norte"
46;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"AP";"Norte"
59;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"TO";"Norte"
42;"Ensino Médio Completo";13;"Casado";"Negro";"Feminino";2322;"Funcionário Setor Privado";3;"MA";"Nordeste"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2803;"Funcionário Setor Privado";1;"PI";"Nordeste"
26;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2890;"Funcionário Setor Privado";4;"CE";"Nordeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2481;"Não Informado";0;"RN";"Nordeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Não Informado";1;"PB";"Nordeste"
61;"Ensino Fundamental Completo";5;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PE";"Nordeste"
23;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1960;"Servidor Público";5;"AL";"Nordeste"
24;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"SE";"Nordeste"
35;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";2029;"Funcionário Setor Privado";4;"BA";"Nordeste"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";4;"MG";"Sudeste"
31;"Ensino Médio Incompleto";8;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
31;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"RJ";"Sudeste"
63;"Ensino Médio Completo";13;"Viúvo";"Branco";"Feminino";2363;"Funcionário Setor Privado";5;"SP";"Sudeste"
29;"Ensino Médio Completo";11;"Solteiro";"Branco";"Feminino";3150;"Servidor Público";5;"PR";"Sul"
43;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3232;"Servidor Público";3;"SC";"Sul"
22;"Ensino Médio Completo";13;"Solteiro";"Pardo";"Feminino";3809;"Funcionário Setor Privado";3;"RS";"Sul"
17;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";2;"MS";"Centro-Oeste"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3694;"Autônomo";3;"MT";"Centro-Oeste"
35;"Ensino Fundamental Completo";5;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
32;"Ensino Médio Incompleto";9;"Divorciado";"Amarelo";"Feminino";1100;"Funcionário Setor Privado";5;"DF";"Centro-Oeste"
50;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";1238;"MEI";0;"RO";"Norte"
25;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"AC";"Norte"
26;"Mestrado";14;"União Estável";"Branco";"Feminino";14699;"Empresário";2;"AM";"Norte"
32;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2860;"Funcionário Setor Privado";3;"RR";"Norte"
29;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2492;"Funcionário Setor Privado";4;"PA";"Norte"
57;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2484;"Funcionário Setor Privado";1;"AP";"Norte"
90;"Mestrado";14;"Solteiro";"Negro";"Masculino";3465;"Aposentado";0;"TO";"Norte"
35;"Ensino Médio Completo";11;"Divorciado";"Branco";"Feminino";2162;"Funcionário Setor Privado";2;"MA";"Nordeste"
31;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3611;"Autônomo";2;"PI";"Nordeste"
60;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"CE";"Nordeste"
21;"Ensino Médio Completo";11;"Casado";"Branco";"Feminino";2412;"Funcionário Setor Privado";0;"RN";"Nordeste"
71;"Mestrado";14;"Viúvo";"Branco";"Feminino";3027;"Aposentado";1;"PB";"Nordeste"
22;"Ensino Médio Completo";11;"Solteiro";"Branco";"Masculino";2663;"Funcionário Setor Privado";4;"PE";"Nordeste"
50;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";5608;"Empresário";4;"AL";"Nordeste"
37;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3532;"Funcionário Setor Privado";4;"SE";"Nordeste"
23;"Ensino Médio Incompleto";9;"Solteiro";"Pardo";"Feminino";1100;"Funcionário Setor Privado";5;"BA";"Nordeste"
74;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1155;"Aposentado";4;"MG";"Sudeste"
67;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5993;"Aposentado";2;"ES";"Sudeste"
59;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3489;"Funcionário Setor Privado";0;"RJ";"Sudeste"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SP";"Sudeste"
45;"Ensino Médio Incompleto";9;"Casado";"Indígena";"Masculino";1100;"Funcionário Setor Privado";0;"PR";"Sul"
63;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3664;"Autônomo";0;"SC";"Sul"
39;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2015;"Funcionário Setor Privado";3;"RS";"Sul"
33;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";3808;"Servidor Público";3;"MS";"Centro-Oeste"
32;"Ensino Médio Completo";13;"Solteiro";"Pardo";"Masculino";3464;"Funcionário Setor Privado";4;"MT";"Centro-Oeste"
34;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3652;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
39;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"DF";"Centro-Oeste"
29;"Mestrado";14;"Casado";"Branco";"Masculino";10573;"Servidor Público";5;"RO";"Norte"
22;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AC";"Norte"
53;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";2371;"Funcionário Setor Privado";2;"AM";"Norte"
46;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2863;"Funcionário Setor Privado";2;"RR";"Norte"
51;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";2895;"Funcionário Setor Privado";3;"PA";"Norte"
44;"Mestrado";15;"Divorciado";"Branco";"Feminino";6623;"Funcionário Setor Privado";5;"AP";"Norte"
56;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1475;"Servidor Público";1;"TO";"Norte"
27;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";3823;"Funcionário Setor Privado";2;"MA";"Nordeste"
52;"Ensino Fundamental Completo";5;"União Estável";"Pardo";"Feminino";1100;"Funcionário Setor Privado";2;"PI";"Nordeste"
39;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3443;"Funcionário Setor Privado";2;"CE";"Nordeste"
45;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5318;"Funcionário Público";0;"RN";"Nordeste"
37;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3313;"Funcionário Setor Privado";2;"PB";"Nordeste"
33;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"PE";"Nordeste"
35;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Não Informado";1;"AL";"Nordeste"
46;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"SE";"Nordeste"
35;"Ensino Médio Incompleto";8;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"BA";"Nordeste"
33;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"MG";"Sudeste"
48;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3414;"Funcionário Setor Privado";5;"ES";"Sudeste"
32;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"RJ";"Sudeste"
18;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Não Informado";1;"SP";"Sudeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3996;"Funcionário Setor Privado";2;"PR";"Sul"
35;"Ensino Médio Incompleto";9;"Solteiro";"Pardo";"Masculino";1100;"Funcionário Setor Privado";2;"SC";"Sul"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"RS";"Sul"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"MS";"Centro-Oeste"
56;"Ensino Médio Incompleto";7;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"MT";"Centro-Oeste"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3648;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
45;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"DF";"Centro-Oeste"
32;"Ensino Médio Completo";11;"Casado";"Branco";"Feminino";3211;"Funcionário Setor Privado";5;"RO";"Norte"
44;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3740;"Funcionário Setor Privado";0;"AC";"Norte"
55;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AM";"Norte"
34;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3541;"Funcionário Setor Privado";0;"RR";"Norte"
33;"Mestrado";14;"Casado";"Branco";"Masculino";9924;"Funcionário Setor Privado";4;"PA";"Norte"
36;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2519;"Funcionário Setor Privado";2;"AP";"Norte"
25;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
